 log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	8.45	1.00284970	1.0028	0.2479	3.8598	4.5765	4.150	4.326	4.555	4.263	4.062	3.850	3.649	3.487	3.467	-0.73790055
	8.45	1.10000002	1.0999	0.4374	3.8965	4.5741	3.676	3.861	3.978	3.771	3.640	3.499	3.374	3.273	3.259	-0.65130752
	8.45	1.20000005	1.1999	0.6013	3.9333	4.5950	3.267	3.494	3.505	3.378	3.321	3.256	3.193	3.145	3.145	-0.57912395
	8.45	1.29999995	1.2998	0.7606	3.9685	4.6114	2.868	3.121	3.123	3.069	3.058	3.038	3.023	3.015	3.013	-0.51980772
	8.45	1.37185097	1.3716	0.8674	3.9919	4.6213	2.602	2.868	2.907	2.885	2.887	2.895	2.910	2.920	2.921	-0.48339468
	8.45	1.39999998	1.3998	0.9079	4.0007	4.6248	2.500	2.771	2.833	2.823	2.834	2.842	2.872	2.883	2.885	-0.47031994
	8.45	1.40840733	1.4082	0.9195	4.0032	4.6258	2.471	2.746	2.813	2.806	2.818	2.827	2.860	2.872	2.875	-0.46653374
	8.45	1.50000000	1.4997	1.0425	4.0294	4.6351	2.164	2.476	2.607	2.629	2.653	2.677	2.736	2.757	2.770	-0.42849231
	8.45	1.60000002	1.5996	1.1703	4.0563	4.6431	1.844	2.198	2.401	2.450	2.480	2.520	2.606	2.634	2.653	-0.39273920
	8.45	1.62392151	1.6235	1.1998	4.0625	4.6447	1.771	2.135	2.354	2.410	2.440	2.483	2.575	2.606	2.626	-0.38494921
	8.45	1.70000005	1.6996	1.2926	4.0817	4.6486	1.539	1.946	2.218	2.291	2.331	2.376	2.488	2.525	2.548	-0.36187632
	8.45	1.77492857	1.7744	1.3792	4.1000	4.6538	1.322	1.770	2.091	2.176	2.218	2.278	2.400	2.442	2.466	-0.34140670
	8.45	1.79999995	1.7995	1.4079	4.1060	4.6554	1.250	1.716	2.051	2.140	2.186	2.246	2.373	2.416	2.443	-0.33500274
	8.45	1.89126492	1.8906	1.5161	4.1290	4.6606	0.980	1.512	1.900	2.003	2.054	2.122	2.268	2.316	2.351	-0.31336504
	8.45	1.89999998	1.8993	1.5266	4.1312	4.6610	0.954	1.492	1.885	1.989	2.041	2.110	2.257	2.306	2.341	-0.31142170
	8.45	1.94269967	1.9420	1.5765	4.1419	4.6635	0.829	1.397	1.815	1.926	1.978	2.053	2.210	2.259	2.298	-0.30221679
	8.45	2.00000000	1.9992	1.6442	4.1564	4.6664	0.659	1.274	1.724	1.842	1.898	1.977	2.146	2.197	2.240	-0.29058670
	8.45	2.00667834	2.0059	1.6520	4.1581	4.6667	0.640	1.260	1.714	1.833	1.889	1.968	2.139	2.190	2.233	-0.28928189
	8.45	2.06896234	2.0680	1.7259	4.1736	4.6679	0.455	1.127	1.615	1.741	1.800	1.883	2.067	2.121	2.167	-0.27758772
	8.45	2.09999990	2.0990	1.7637	4.1813	4.6676	0.361	1.059	1.563	1.692	1.754	1.839	2.029	2.085	2.132	-0.27206346
	8.45	2.11321902	2.1122	1.7796	4.1846	4.6674	0.321	1.031	1.540	1.672	1.735	1.820	2.012	2.070	2.117	-0.26976844
	8.45	2.15938878	2.1583	1.8358	4.1960	4.6663	0.180	0.930	1.461	1.600	1.667	1.755	1.953	2.016	2.065	-0.26201104
	8.45	2.20000005	2.1988	1.8869	4.2062	4.6641	0.053	0.837	1.388	1.532	1.603	1.694	1.899	1.966	2.016	-0.25550276
	8.45	2.20125365	2.2001	1.8884	4.2065	4.6640	0.049	0.834	1.386	1.530	1.601	1.692	1.897	1.964	2.014	-0.25530635
	8.45	2.24379444	2.2425	1.9418	4.2171	4.6613	-0.084	0.737	1.309	1.459	1.531	1.626	1.841	1.910	1.960	-0.24879353
	8.45	2.28331232	2.2819	1.9930	4.2270	4.6572	-0.213	0.643	1.234	1.390	1.462	1.561	1.785	1.855	1.905	-0.24299820
	8.45	2.29999995	2.2985	2.0154	4.2312	4.6550	-0.269	0.602	1.201	1.359	1.432	1.533	1.760	1.830	1.881	-0.24062108
	8.45	2.32053089	2.3190	2.0412	4.2362	4.6529	-0.333	0.555	1.165	1.324	1.399	1.501	1.732	1.802	1.854	-0.23775152
	8.45	2.35661936	2.3550	2.0880	4.2451	4.6484	-0.450	0.470	1.098	1.261	1.338	1.444	1.679	1.749	1.805	-0.23284959
	8.45	2.39062834	2.3889	2.1341	4.2535	4.6420	-0.565	0.385	1.029	1.196	1.275	1.385	1.624	1.694	1.753	-0.22838888
	8.45	2.40000010	2.3982	2.1475	4.2558	4.6396	-0.599	0.360	1.008	1.176	1.256	1.366	1.607	1.677	1.737	-0.22718572
	8.45	2.41847038	2.4166	2.1750	4.2604	4.6340	-0.668	0.308	0.965	1.134	1.215	1.327	1.571	1.642	1.703	-0.22484653
	8.45	2.44155550	2.4396	2.2116	4.2664	4.6254	-0.759	0.239	0.905	1.078	1.159	1.272	1.522	1.593	1.657	-0.22198126
	8.45	2.46369720	2.4617	2.2472	4.2722	4.6168	-0.848	0.171	0.847	1.022	1.104	1.219	1.474	1.545	1.611	-0.21929228
	8.45	2.48611259	2.4840	2.2846	4.2779	4.6060	-0.941	0.099	0.785	0.962	1.044	1.161	1.421	1.493	1.560	-0.21662729
	8.45	2.50000000	2.4978	2.3087	4.2813	4.5981	-1.002	0.050	0.742	0.922	1.005	1.123	1.384	1.457	1.525	-0.21500434
	8.45	2.51434827	2.5121	2.3324	4.2846	4.5900	-1.061	0.001	0.699	0.882	0.966	1.085	1.347	1.421	1.490	-0.21334963
	8.45	2.53442001	2.5321	2.3668	4.2887	4.5754	-1.147	-0.073	0.634	0.820	0.905	1.025	1.289	1.365	1.433	-0.21107176
	8.45	2.55499911	2.5525	2.4042	4.2927	4.5575	-1.240	-0.154	0.560	0.750	0.837	0.957	1.223	1.300	1.369	-0.20877991
	8.45	2.57018971	2.5676	2.4346	4.2962	4.5438	-1.317	-0.219	0.501	0.695	0.783	0.903	1.171	1.250	1.319	-0.20711580
	8.45	2.58499932	2.5823	2.4652	4.2992	4.5275	-1.393	-0.287	0.439	0.636	0.725	0.845	1.114	1.194	1.264	-0.20551553
	8.45	2.59388638	2.5911	2.4844	4.3005	4.5151	-1.441	-0.332	0.397	0.596	0.686	0.806	1.076	1.156	1.225	-0.20456553
	8.45	2.60703135	2.6042	2.5142	4.3021	4.4939	-1.516	-0.402	0.331	0.531	0.621	0.742	1.012	1.093	1.163	-0.20317431
	8.45	2.61867833	2.6157	2.5423	4.3030	4.4714	-1.586	-0.469	0.266	0.467	0.557	0.678	0.949	1.030	1.100	-0.20195533
	8.45	2.62927604	2.6262	2.5689	4.3034	4.4481	-1.652	-0.535	0.201	0.403	0.493	0.614	0.885	0.966	1.036	-0.20085719
	8.45	2.63293743	2.6299	2.5781	4.3037	4.4407	-1.675	-0.557	0.180	0.381	0.471	0.593	0.864	0.945	1.015	-0.20048021
	8.45	2.63688397	2.6338	2.5706	4.3084	4.4674	-1.657	-0.520	0.225	0.429	0.519	0.642	0.916	0.999	1.069	-0.20007524
	8.45	2.64201999	2.6389	2.5686	4.3098	4.4759	-1.651	-0.509	0.238	0.443	0.533	0.657	0.931	1.015	1.085	-0.19955035
	8.45	2.66189122	2.6585	2.5968	4.3092	4.4488	-1.722	-0.583	0.165	0.369	0.459	0.583	0.856	0.940	1.010	-0.19754194
	8.45	2.66337490	2.6600	2.6113	4.3067	4.4245	-1.758	-0.630	0.114	0.317	0.407	0.530	0.802	0.885	0.955	-0.19739340
	8.45	2.66393256	2.6606	2.6199	4.3034	4.4026	-1.780	-0.665	0.074	0.275	0.365	0.486	0.757	0.838	0.908	-0.19733762
	8.45	2.66470957	2.6613	2.6304	4.2998	4.3778	-1.806	-0.705	0.028	0.227	0.316	0.436	0.705	0.785	0.855	-0.19725994
	8.45	2.66585660	2.6625	2.6407	4.2965	4.3547	-1.832	-0.742	-0.015	0.182	0.270	0.390	0.657	0.736	0.805	-0.19714537
	8.45	2.66820407	2.6648	2.6732	4.2880	4.2883	-1.913	-0.856	-0.141	0.050	0.134	0.254	0.515	0.592	0.660	-0.19691125
	8.45	2.66875076	2.6653	2.6756	4.2871	4.2824	-1.919	-0.865	-0.151	0.039	0.122	0.242	0.503	0.580	0.647	-0.19685679
	8.45	2.67176723	2.6683	2.6740	4.2886	4.2907	-1.915	-0.855	-0.139	0.052	0.136	0.256	0.518	0.595	0.663	-0.19655681
	8.45	2.67812395	2.6746	2.6900	4.2848	4.2604	-1.955	-0.910	-0.200	-0.011	0.072	0.192	0.451	0.527	0.594	-0.19592724
	8.45	2.68208528	2.6785	2.7004	4.2798	4.2306	-1.981	-0.954	-0.252	-0.066	0.014	0.134	0.389	0.465	0.529	-0.19553668
	8.45	2.68472004	2.6811	2.7081	4.2745	4.2021	-2.000	-0.995	-0.301	-0.117	-0.037	0.080	0.333	0.408	0.471	-0.19527767
	8.45	2.68671441	2.6830	2.7145	4.2690	4.1739	-2.016	-1.034	-0.347	-0.165	-0.085	0.028	0.279	0.353	0.415	-0.19508200
	8.45	2.68835235	2.6846	2.7202	4.2632	4.1456	-2.031	-1.071	-0.393	-0.213	-0.133	-0.024	0.225	0.298	0.359	-0.19492156
	8.45	2.68968010	2.6859	2.7252	4.2574	4.1175	-2.043	-1.107	-0.438	-0.259	-0.179	-0.075	0.173	0.244	0.304	-0.19479167
	8.45	2.69083285	2.6871	2.7300	4.2513	4.0885	-2.055	-1.143	-0.484	-0.307	-0.229	-0.127	0.118	0.187	0.247	-0.19467902
	8.45	2.69174767	2.6880	2.7340	4.2457	4.0621	-2.065	-1.175	-0.526	-0.351	-0.275	-0.174	0.068	0.135	0.194	-0.19458971
	8.45	2.69255352	2.6888	2.7377	4.2399	4.0355	-2.074	-1.206	-0.568	-0.395	-0.321	-0.220	0.017	0.082	0.141	-0.19451109
	8.45	2.69324732	2.6894	2.7411	4.2343	4.0097	-2.083	-1.237	-0.609	-0.437	-0.365	-0.265	-0.032	0.030	0.090	-0.19444345
	8.45	2.69386482	2.6900	2.7447	4.2288	3.9843	-2.092	-1.267	-0.648	-0.479	-0.409	-0.309	-0.081	-0.020	0.039	-0.19438328
	8.45	2.69450569	2.6907	2.7520	4.2237	3.9567	-2.110	-1.305	-0.695	-0.526	-0.457	-0.359	-0.137	-0.076	-0.019	-0.19432087
	8.45	2.69451237	2.6907	2.7522	4.2237	3.9565	-2.110	-1.306	-0.695	-0.527	-0.457	-0.359	-0.137	-0.076	-0.020	-0.19432022
	8.45	2.69479179	2.6909	2.7755	4.2292	3.9551	-2.169	-1.345	-0.724	-0.554	-0.484	-0.384	-0.156	-0.095	-0.036	-0.19429302
	8.45	2.69493151	2.6911	2.7883	4.2365	3.9714	-2.201	-1.350	-0.715	-0.542	-0.469	-0.369	-0.135	-0.072	-0.012	-0.19427942
	8.45	2.69505191	2.6912	2.7946	4.2443	3.9964	-2.216	-1.335	-0.687	-0.511	-0.435	-0.335	-0.094	-0.028	0.032	-0.19426770
	8.45	2.69515300	2.6913	2.7955	4.2510	4.0227	-2.219	-1.312	-0.650	-0.472	-0.394	-0.294	-0.047	0.021	0.081	-0.19425786
	8.45	2.69526935	2.6914	2.7925	4.2585	4.0554	-2.211	-1.275	-0.601	-0.421	-0.341	-0.237	0.012	0.084	0.144	-0.19424654
	8.45	2.69537044	2.6915	2.7877	4.2639	4.0818	-2.199	-1.241	-0.560	-0.378	-0.298	-0.189	0.060	0.134	0.194	-0.19423671
	8.45	2.69550657	2.6916	2.7802	4.2696	4.1122	-2.180	-1.199	-0.509	-0.325	-0.245	-0.132	0.118	0.193	0.254	-0.19422347
	8.45	2.69575906	2.6919	2.7685	4.2763	4.1508	-2.151	-1.142	-0.443	-0.257	-0.177	-0.059	0.194	0.270	0.332	-0.19419891
	8.45	2.69642019	2.6925	2.7570	4.2825	4.1870	-2.122	-1.089	-0.380	-0.192	-0.110	0.010	0.266	0.343	0.407	-0.19413463
	8.45	2.69734669	2.6934	2.7534	4.2859	4.2043	-2.114	-1.068	-0.353	-0.163	-0.080	0.040	0.299	0.376	0.442	-0.19404461
	8.45	2.70219278	2.6982	2.7600	4.2914	4.2209	-2.130	-1.064	-0.340	-0.146	-0.061	0.059	0.322	0.401	0.468	-0.19357496
	8.45	2.71128845	2.7071	2.7719	4.2973	4.2340	-2.160	-1.073	-0.339	-0.141	-0.053	0.067	0.334	0.414	0.483	-0.19269880
	8.45	2.72100163	2.7167	2.7839	4.3006	4.2366	-2.190	-1.092	-0.352	-0.152	-0.062	0.058	0.327	0.407	0.477	-0.19177074
	8.45	2.73687053	2.7322	2.8036	4.2976	4.2074	-2.239	-1.152	-0.417	-0.219	-0.131	-0.011	0.257	0.336	0.405	-0.19027117
	8.45	2.74338913	2.7386	2.8135	4.2930	4.1802	-2.264	-1.194	-0.466	-0.271	-0.184	-0.064	0.200	0.278	0.346	-0.18966108
	8.45	2.74843144	2.7436	2.8226	4.2882	4.1525	-2.287	-1.235	-0.515	-0.322	-0.238	-0.118	0.142	0.220	0.286	-0.18919149
	8.45	2.75265050	2.7477	2.8317	4.2832	4.1242	-2.309	-1.277	-0.564	-0.374	-0.292	-0.172	0.084	0.162	0.226	-0.18880013
	8.45	2.75647140	2.7514	2.8415	4.2780	4.0941	-2.334	-1.322	-0.617	-0.430	-0.350	-0.230	0.021	0.099	0.161	-0.18844691
	8.45	2.76004076	2.7549	2.8524	4.2720	4.0597	-2.361	-1.374	-0.678	-0.492	-0.412	-0.297	-0.047	0.029	0.090	-0.18811798
	8.45	2.76257992	2.7574	2.8620	4.2660	4.0265	-2.385	-1.422	-0.735	-0.551	-0.471	-0.361	-0.111	-0.037	0.023	-0.18788460
	8.45	2.76413107	2.7589	2.8695	4.2594	3.9928	-2.404	-1.468	-0.790	-0.608	-0.528	-0.425	-0.175	-0.103	-0.043	-0.18774228
	8.45	2.76500797	2.7597	2.8744	4.2527	3.9615	-2.416	-1.506	-0.839	-0.659	-0.580	-0.480	-0.233	-0.164	-0.103	-0.18766190
	8.45	2.76554155	2.7602	2.8774	4.2462	3.9321	-2.424	-1.540	-0.884	-0.707	-0.630	-0.530	-0.289	-0.222	-0.161	-0.18761302
	8.45	2.76593733	2.7606	2.8794	4.2388	3.9006	-2.429	-1.574	-0.932	-0.756	-0.683	-0.583	-0.347	-0.283	-0.223	-0.18757678
	8.45	2.76617312	2.7609	2.8805	4.2326	3.8749	-2.431	-1.602	-0.969	-0.796	-0.725	-0.625	-0.395	-0.332	-0.274	-0.18755520
	8.45	2.76633358	2.7610	2.8810	4.2272	3.8529	-2.433	-1.624	-1.000	-0.829	-0.759	-0.660	-0.435	-0.373	-0.317	-0.18754051
	8.45	2.76649928	2.7612	2.8806	4.2201	3.8248	-2.431	-1.649	-1.037	-0.869	-0.800	-0.704	-0.486	-0.424	-0.370	-0.18752535
	8.45	2.76660252	2.7613	2.8798	4.2143	3.8025	-2.429	-1.667	-1.066	-0.900	-0.832	-0.739	-0.526	-0.464	-0.412	-0.18751590
	8.45	2.76668406	2.7614	2.8788	4.2089	3.7819	-2.427	-1.684	-1.092	-0.929	-0.862	-0.771	-0.562	-0.501	-0.450	-0.18750844
	8.45	2.76676226	2.7614	2.8776	4.2030	3.7594	-2.424	-1.702	-1.120	-0.960	-0.895	-0.806	-0.602	-0.542	-0.492	-0.18750128
	8.45	2.76681876	2.7615	2.8762	4.1980	3.7407	-2.421	-1.718	-1.144	-0.987	-0.924	-0.837	-0.636	-0.577	-0.528	-0.18749611
	8.45	2.76687503	2.7615	2.8743	4.1921	3.7193	-2.416	-1.735	-1.172	-1.018	-0.955	-0.872	-0.675	-0.617	-0.569	-0.18749097
	8.45	2.76692200	2.7616	2.8725	4.1868	3.6998	-2.411	-1.751	-1.197	-1.046	-0.984	-0.904	-0.710	-0.654	-0.606	-0.18748667
	8.45	2.76696253	2.7616	2.8706	4.1815	3.6805	-2.407	-1.766	-1.222	-1.073	-1.013	-0.936	-0.745	-0.691	-0.644	-0.18748296
	8.45	2.76699710	2.7616	2.8686	4.1763	3.6617	-2.402	-1.781	-1.247	-1.100	-1.040	-0.966	-0.779	-0.726	-0.679	-0.18747980
	8.45	2.76702833	2.7617	2.8668	4.1712	3.6430	-2.397	-1.794	-1.270	-1.124	-1.066	-0.994	-0.811	-0.760	-0.712	-0.18747694
	8.45	2.76705956	2.7617	2.8651	4.1657	3.6231	-2.393	-1.809	-1.295	-1.151	-1.094	-1.023	-0.844	-0.795	-0.748	-0.18747409
	8.45	2.76708770	2.7617	2.8636	4.1602	3.6026	-2.389	-1.824	-1.321	-1.178	-1.124	-1.053	-0.879	-0.832	-0.785	-0.18747151
	8.45	2.76712227	2.7618	2.8624	4.1527	3.5737	-2.386	-1.848	-1.359	-1.218	-1.166	-1.095	-0.929	-0.885	-0.837	-0.18746835
	8.45	2.76714420	2.7618	2.8621	4.1478	3.5544	-2.385	-1.865	-1.384	-1.245	-1.194	-1.124	-0.963	-0.921	-0.872	-0.18746635
	8.45	2.76716232	2.7618	2.8625	4.1430	3.5348	-2.386	-1.882	-1.410	-1.273	-1.224	-1.155	-0.998	-0.957	-0.909	-0.18746469
	8.45	2.76718092	2.7618	2.8632	4.1380	3.5141	-2.388	-1.899	-1.438	-1.303	-1.255	-1.188	-1.035	-0.995	-0.948	-0.18746299
	8.45	2.76720715	2.7619	2.8648	4.1313	3.4856	-2.392	-1.924	-1.476	-1.345	-1.299	-1.234	-1.088	-1.048	-1.003	-0.18746059
	8.45	2.76722550	2.7619	2.8661	4.1260	3.4630	-2.395	-1.945	-1.505	-1.378	-1.334	-1.271	-1.129	-1.090	-1.046	-0.18745891
	8.45	2.76724386	2.7619	2.8678	4.1204	3.4389	-2.400	-1.966	-1.538	-1.414	-1.372	-1.311	-1.174	-1.135	-1.093	-0.18745723
	8.45	2.76726484	2.7619	2.8696	4.1144	3.4133	-2.404	-1.990	-1.572	-1.452	-1.412	-1.353	-1.221	-1.183	-1.143	-0.18745531
	8.45	2.76728320	2.7619	2.8713	4.1088	3.3890	-2.408	-2.013	-1.607	-1.489	-1.450	-1.397	-1.266	-1.230	-1.193	-0.18745363
	8.45	2.76730156	2.7619	2.8732	4.1029	3.3638	-2.413	-2.038	-1.643	-1.528	-1.490	-1.442	-1.313	-1.280	-1.245	-0.18745195
	8.45	2.76732516	2.7620	2.8757	4.0951	3.3301	-2.419	-2.071	-1.692	-1.579	-1.544	-1.501	-1.376	-1.346	-1.313	-0.18744980
	8.45	2.76733828	2.7620	2.8771	4.0908	3.3114	-2.423	-2.089	-1.717	-1.607	-1.573	-1.532	-1.410	-1.381	-1.349	-0.18744860
	8.45	2.76734877	2.7620	2.8784	4.0867	3.2936	-2.426	-2.105	-1.742	-1.633	-1.601	-1.561	-1.442	-1.415	-1.383	-0.18744764
	8.45	2.76736975	2.7620	2.8808	4.0796	3.2630	-2.432	-2.134	-1.783	-1.678	-1.648	-1.613	-1.498	-1.472	-1.442	-0.18744572
	8.45	2.76739073	2.7620	2.8832	4.0723	3.2314	-2.438	-2.162	-1.827	-1.725	-1.697	-1.664	-1.556	-1.531	-1.505	-0.18744380
	8.45	2.76740646	2.7620	2.8852	4.0663	3.2051	-2.443	-2.185	-1.863	-1.764	-1.738	-1.707	-1.605	-1.581	-1.558	-0.18744236
	8.45	2.76741958	2.7621	2.8870	4.0611	3.1828	-2.448	-2.205	-1.893	-1.797	-1.773	-1.743	-1.646	-1.623	-1.603	-0.18744116
	8.45	2.76743531	2.7621	2.8889	4.0557	3.1590	-2.452	-2.225	-1.924	-1.830	-1.807	-1.779	-1.688	-1.667	-1.647	-0.18743972
	8.45	2.76745629	2.7621	2.8917	4.0474	3.1231	-2.459	-2.253	-1.970	-1.879	-1.858	-1.833	-1.749	-1.734	-1.714	-0.18743781
	8.45	2.76746941	2.7621	2.8935	4.0420	3.0996	-2.464	-2.272	-1.999	-1.911	-1.891	-1.868	-1.789	-1.777	-1.757	-0.18743661
	8.45	2.76749039	2.7621	2.8965	4.0334	3.0622	-2.471	-2.300	-2.049	-1.964	-1.947	-1.930	-1.859	-1.848	-1.829	-0.18743469
	8.45	2.76751137	2.7621	2.8993	4.0251	3.0265	-2.478	-2.327	-2.097	-2.016	-2.003	-1.991	-1.927	-1.917	-1.897	-0.18743277
	8.45	2.76752710	2.7621	2.9015	4.0185	2.9977	-2.484	-2.346	-2.133	-2.056	-2.046	-2.037	-1.980	-1.972	-1.953	-0.18743133
	8.45	2.76753497	2.7622	2.9028	4.0146	2.9807	-2.487	-2.355	-2.151	-2.077	-2.067	-2.061	-2.010	-2.003	-1.986	-0.18743061
	8.45	2.76755333	2.7622	2.9053	4.0072	2.9486	-2.493	-2.372	-2.186	-2.119	-2.109	-2.106	-2.066	-2.063	-2.049	-0.18742893
	8.45	2.76756907	2.7622	2.9076	4.0000	2.9176	-2.499	-2.389	-2.221	-2.159	-2.151	-2.151	-2.121	-2.121	-2.109	-0.18742749
	8.45	2.76757693	2.7622	2.9089	3.9959	2.8999	-2.502	-2.401	-2.245	-2.184	-2.179	-2.180	-2.153	-2.153	-2.142	-0.18742678
	8.45	2.76759529	2.7622	2.9113	3.9883	2.8671	-2.508	-2.421	-2.288	-2.229	-2.229	-2.232	-2.213	-2.213	-2.204	-0.18742510
	8.45	2.76760602	2.7622	2.9127	3.9837	2.8474	-2.512	-2.427	-2.308	-2.253	-2.253	-2.261	-2.245	-2.250	-2.244	-0.18742412
	8.45	2.76762176	2.7622	2.9151	3.9758	2.8133	-2.518	-2.438	-2.343	-2.294	-2.295	-2.310	-2.303	-2.313	-2.310	-0.18742268
	8.45	2.76763201	2.7622	2.9166	3.9709	2.7920	-2.522	-2.447	-2.366	-2.320	-2.322	-2.340	-2.339	-2.352	-2.348	-0.18742174
	8.45	2.76764250	2.7622	2.9181	3.9661	2.7714	-2.525	-2.457	-2.390	-2.345	-2.350	-2.370	-2.375	-2.389	-2.385	-0.18742078
	8.45	2.76765037	2.7623	2.9192	3.9622	2.7549	-2.528	-2.459	-2.404	-2.364	-2.370	-2.392	-2.403	-2.420	-2.416	-0.18742006
	8.45	2.76766896	2.7623	2.9218	3.9537	2.7182	-2.534	-2.464	-2.437	-2.406	-2.416	-2.442	-2.467	-2.487	-2.487	-0.18741836
	8.45	2.76767921	2.7623	2.9232	3.9486	2.6965	-2.538	-2.468	-2.454	-2.426	-2.440	-2.468	-2.504	-2.524	-2.526	-0.18741742
	8.45	2.76769757	2.7623	2.9258	3.9404	2.6608	-2.545	-2.472	-2.481	-2.460	-2.480	-2.513	-2.565	-2.586	-2.590	-0.18741575
	8.45	2.76771092	2.7623	2.9274	3.9354	2.6393	-2.549	-2.468	-2.493	-2.479	-2.500	-2.541	-2.601	-2.626	-2.629	-0.18741453
	8.45	2.76773190	2.7623	2.9305	3.9284	2.6084	-2.556	-2.464	-2.512	-2.507	-2.530	-2.581	-2.652	-2.682	-2.685	-0.18741261
	8.45	2.76776052	2.7623	2.9342	3.9210	2.5752	-2.566	-2.465	-2.527	-2.533	-2.566	-2.623	-2.705	-2.742	-2.749	-0.18740999
	8.45	2.76779485	2.7624	2.9388	3.9131	2.5388	-2.577	-2.466	-2.544	-2.561	-2.603	-2.668	-2.765	-2.810	-2.820	-0.18740685
	8.45	2.76784968	2.7624	2.9460	3.9027	2.4901	-2.595	-2.465	-2.565	-2.595	-2.646	-2.726	-2.847	-2.907	-2.917	-0.18740184
	8.45	2.76792049	2.7624	2.9562	3.8903	2.4301	-2.621	-2.470	-2.578	-2.632	-2.699	-2.805	-2.943	-3.020	-3.030	-0.18739537
	8.45	2.76804113	2.7625	2.9717	3.8716	2.3401	-2.659	-2.470	-2.573	-2.681	-2.785	-2.918	-3.092	-3.198	-3.218	-0.18738434
	8.45	2.76825070	2.7627	2.9971	3.8465	2.2142	-2.723	-2.469	-2.544	-2.731	-2.883	-3.064	-3.294	-3.446	-3.465	-0.18736519
	8.45	2.76833463	2.7627	3.0201	3.8427	2.1762	-2.780	-2.518	-2.590	-2.787	-2.945	-3.134	-3.372	-3.531	-3.552	-0.18735753
	8.45	2.76844430	2.7628	3.0205	3.8641	2.2614	-2.781	-2.577	-2.675	-2.802	-2.919	-3.066	-3.253	-3.375	-3.391	-0.18734751
	8.45	2.76863384	2.7629	3.0001	3.8879	2.3768	-2.730	-2.580	-2.687	-2.746	-2.816	-2.925	-3.067	-3.146	-3.157	-0.18733019
	8.45	2.76890373	2.7631	2.9844	3.8960	2.4250	-2.691	-2.553	-2.656	-2.698	-2.758	-2.851	-2.980	-3.050	-3.060	-0.18730554
	8.45	2.76930833	2.7634	2.9813	3.8869	2.3919	-2.683	-2.529	-2.636	-2.699	-2.771	-2.882	-3.026	-3.107	-3.118	-0.18726860
	8.45	2.76973391	2.7637	2.9900	3.8708	2.3186	-2.705	-2.515	-2.617	-2.727	-2.832	-2.966	-3.141	-3.250	-3.269	-0.18722975
	8.45	2.77017021	2.7640	3.0016	3.8500	2.2238	-2.734	-2.490	-2.570	-2.745	-2.890	-3.064	-3.286	-3.432	-3.450	-0.18718995
	8.45	2.77058887	2.7643	3.0140	3.8231	2.1041	-2.765	-2.457	-2.491	-2.748	-2.947	-3.180	-3.464	-3.664	-3.690	-0.18715176
	8.45	2.77099013	2.7645	3.0273	3.7872	1.9470	-2.798	-2.352	-2.315	-2.721	-3.014	-3.331	-3.682	-3.952	-3.996	-0.18711517
	8.45	2.77136374	2.7647	3.0405	3.7382	1.7379	-2.831	-2.078	-2.073	-2.651	-3.045	-3.449	-3.929	-4.314	-4.374	-0.18708112
	8.45	2.77170587	2.7648	3.0512	3.7184	1.6479	-2.858	-1.903	-1.951	-2.620	-3.054	-3.507	-4.041	-4.475	-4.540	-0.18704995
	8.45	2.77201319	2.7649	3.0756	3.7113	1.5953	-2.919	-1.871	-1.953	-2.658	-3.109	-3.575	-4.130	-4.581	-4.650	-0.18702195
	8.45	2.77229261	2.7649	3.1041	3.7081	1.5539	-2.990	-1.898	-1.997	-2.719	-3.178	-3.650	-4.215	-4.673	-4.745	-0.18699651
	8.45	2.77254415	2.7650	3.1275	3.7064	1.5238	-3.049	-1.933	-2.042	-2.773	-3.235	-3.711	-4.280	-4.742	-4.816	-0.18697360
	8.45	2.77278137	2.7650	3.1502	3.7051	1.4960	-3.106	-1.971	-2.088	-2.826	-3.291	-3.770	-4.342	-4.808	-4.882	-0.18695201
	8.45	2.77300501	2.7650	3.1728	3.7037	1.4676	-3.162	-2.004	-2.131	-2.878	-3.347	-3.828	-4.405	-4.873	-4.949	-0.18693165
	8.45	2.77321482	2.7650	3.1953	3.7024	1.4401	-3.218	-2.041	-2.176	-2.930	-3.403	-3.886	-4.466	-4.938	-5.014	-0.18691256
	8.45	2.77342081	2.7649	3.2191	3.7014	1.4121	-3.278	-2.082	-2.225	-2.986	-3.462	-3.947	-4.530	-5.005	-5.081	-0.18689382
	8.45	2.77360606	2.7649	3.2422	3.7006	1.3857	-3.335	-2.125	-2.274	-3.041	-3.519	-4.006	-4.592	-5.068	-5.144	-0.18687697
	8.45	2.77377725	2.7648	3.2650	3.6997	1.3595	-3.392	-2.166	-2.323	-3.095	-3.576	-4.065	-4.653	-5.131	-5.207	-0.18686140
	8.45	2.77392745	2.7647	3.2866	3.6991	1.3354	-3.446	-2.208	-2.371	-3.147	-3.630	-4.120	-4.709	-5.189	-5.266	-0.18684774
	8.45	2.77407074	2.7646	3.3087	3.6984	1.3105	-3.502	-2.248	-2.418	-3.199	-3.684	-4.176	-4.768	-5.249	-5.326	-0.18683471
	8.45	2.77419662	2.7645	3.3294	3.6976	1.2864	-3.554	-2.281	-2.460	-3.247	-3.735	-4.229	-4.823	-5.307	-5.384	-0.18682327
